Name,Complex
7046,TGF-beta-receptor-PAR6 complex
7048,TGF-beta-receptor-PAR6 complex
50855,TGF-beta-receptor-PAR6 complex
4092,TGF-beta receptor I-SMAD7-SMURF1 complex
7046,TGF-beta receptor I-SMAD7-SMURF1 complex
57154,TGF-beta receptor I-SMAD7-SMURF1 complex
10617,RNF11-SMURF2-STAMBP complex
64750,RNF11-SMURF2-STAMBP complex
26994,RNF11-SMURF2-STAMBP complex
3737,Nogo-potassium channel complex
8506,Nogo-potassium channel complex
3736,Nogo-potassium channel complex
57142,Nogo-potassium channel complex
4804,LINGO-1-Nogo-66-p75 signaling complex
84894,LINGO-1-Nogo-66-p75 signaling complex
65078,LINGO-1-Nogo-66-p75 signaling complex
4804,SORT1-NGFR complex
6272,SORT1-NGFR complex
4803,SORT1-NGFR-NGFB complex
4804,SORT1-NGFR-NGFB complex
6272,SORT1-NGFR-NGFB complex
3676,ITGA4-PXN-GIT1 complex
5829,ITGA4-PXN-GIT1 complex
28964,ITGA4-PXN-GIT1 complex
8312,AXIN-MEKK4-CCD1 complex
85458,AXIN-MEKK4-CCD1 complex
4216,AXIN-MEKK4-CCD1 complex
8379,MAD1L1 homodimer complex
4085,MAD1L1-MAD2L1 complex
8379,MAD1L1-MAD2L1 complex
3725,JUN-TCF4-CTNNB1 complex
6925,JUN-TCF4-CTNNB1 complex
1499,JUN-TCF4-CTNNB1 complex
999,SMAD3-HEF1-APC10-CDH1 complex
4088,SMAD3-HEF1-APC10-CDH1 complex
4739,SMAD3-HEF1-APC10-CDH1 complex
10393,SMAD3-HEF1-APC10-CDH1 complex
9372,PML-SMAD2/3-SARA complex
5371,PML-SMAD2/3-SARA complex
4088,PML-SMAD2/3-SARA complex
4087,PML-SMAD2/3-SARA complex
8312,TGF-beta receptor I-Axin-SMAD3 complex
7046,TGF-beta receptor I-Axin-SMAD3 complex
4088,TGF-beta receptor I-Axin-SMAD3 complex
4088,PIAS3-SMAD3-P300 complex
2033,PIAS3-SMAD3-P300 complex
10401,PIAS3-SMAD3-P300 complex
999,ITGAE-ITGB7-CDH1 complex
3695,ITGAE-ITGB7-CDH1 complex
3682,ITGAE-ITGB7-CDH1 complex
6386,SDCBP-CTNNB1-CTNNA1-CDH1 complex
999,SDCBP-CTNNB1-CTNNA1-CDH1 complex
1495,SDCBP-CTNNB1-CTNNA1-CDH1 complex
1499,SDCBP-CTNNB1-CTNNA1-CDH1 complex
324,APC-IQGAP1 complex
8826,APC-IQGAP1 complex
324,APC-IQGAP1-CLIP-170 complex
6249,APC-IQGAP1-CLIP-170 complex
8826,APC-IQGAP1-CLIP-170 complex
699,BUB1-BUB3 complex
9184,BUB1-BUB3 complex
5885,Sororin-cohesin complex
8243,Sororin-cohesin complex
23244,Sororin-cohesin complex
113130,Sororin-cohesin complex
23047,Sororin-cohesin complex
9126,Sororin-cohesin complex
7251,TSG101-VPS37B-VPS28 complex
79720,TSG101-VPS37B-VPS28 complex
51160,TSG101-VPS37B-VPS28 complex
6616,"SNARE complex (SNAP25, VAMP3, VAMP2, NAPB, STX13)"
6844,"SNARE complex (SNAP25, VAMP3, VAMP2, NAPB, STX13)"
9341,"SNARE complex (SNAP25, VAMP3, VAMP2, NAPB, STX13)"
23673,"SNARE complex (SNAP25, VAMP3, VAMP2, NAPB, STX13)"
63908,"SNARE complex (SNAP25, VAMP3, VAMP2, NAPB, STX13)"
6722,ELK1-SRF-ELK4 complex
2002,ELK1-SRF-ELK4 complex
2005,ELK1-SRF-ELK4 complex
2475,"mTOR complex (MTOR, RICTOR, MLST8)"
253260,"mTOR complex (MTOR, RICTOR, MLST8)"
64223,"mTOR complex (MTOR, RICTOR, MLST8)"
2475,"mTOR complex (MTOR, RICTOR, MLST8)"
253260,"mTOR complex (MTOR, RICTOR, MLST8)"
64223,"mTOR complex (MTOR, RICTOR, MLST8)"
2475,"mTOR complex (MTOR, RAPTOR, MLST8)"
57521,"mTOR complex (MTOR, RAPTOR, MLST8)"
64223,"mTOR complex (MTOR, RAPTOR, MLST8)"
4909,NTF4 homodimer complex
324,APC-DLG4 complex
1742,APC-DLG4 complex
5311,PKD2-PACS1 complex
55690,PKD2-PACS1 complex
4751,NEK2-NEK11 complex
79858,NEK2-NEK11 complex
3656,IRAK1-IRAK2 complex
3654,IRAK1-IRAK2 complex
3654,IRAK1-IRAK3 complex
11213,IRAK1-IRAK3 complex
7305,DAP12 signaling homodimer complex
652,BMP4-TWSG1 complex
57045,BMP4-TWSG1 complex
652,BMP4-BGN complex
633,BMP4-BGN complex
4543,MTNR1A homodimer complex
4544,MTNR1B homodimer complex
4543,MTNR1A-MTNR1B complex
4544,MTNR1A-MTNR1B complex
6277,CACY homodimer  complex
5195,PEX14 homodimer complex
326,AIRE homodimer complex
2022,Endoglin homodimer complex
8736,MYOM1 homodimer complex
8815,BANF1 homodimer protein
10857,PGRMC1-SCAP complex
22937,PGRMC1-SCAP complex
3275,PRMT2 homodimer complex
3953,LEPR homodimer complex
6506,SLC1A2 homotrimer complex
581,BAX homooligomeric complex
10392,NOD1 homodimer complex
5742,COX1 homodimer complex
10438,C1D homodimer protein
5786,PTPRA homodimer complex
5621,PRNP homo-oligomer complex
558,AXL homodimer complex
6777,STAT5B homodimer complex
3592,IL12A homodimer complex
3592,IL12A-IL12B complex
3593,IL12A-IL12B complex
3592,IL12A-IL12B-IL12RB1 complex
3593,IL12A-IL12B-IL12RB1 complex
3594,IL12A-IL12B-IL12RB1 complex
3593,IL12B-IL12RB1-IL12RB2 complex
3594,IL12B-IL12RB1-IL12RB2 complex
3595,IL12B-IL12RB1-IL12RB2 complex
3592,IL12A-IL12B-IL12RB2 complex
3593,IL12A-IL12B-IL12RB2 complex
3595,IL12A-IL12B-IL12RB2 complex
6776,STAT5A homodimer complex
3594,IL12RB1-IL12RB2 complex
3595,IL12RB1-IL12RB2 complex
3717,JAK2-IL12RB2 complex
3595,JAK2-IL12RB2 complex
23779,BNIP2-ARHGAP8 complex
663,BNIP2-ARHGAP8 complex
10892,MALT1 oligomer complex
8915,BCL10 oligomer complex
8915,BCL10-MALT1 complex
10892,BCL10-MALT1 complex
8915,CASP8-FADD-MALT1-BCL10 complex
8772,CASP8-FADD-MALT1-BCL10 complex
841,CASP8-FADD-MALT1-BCL10 complex
10892,CASP8-FADD-MALT1-BCL10 complex
3551,CASP8-CHUK-IKBKB-MALT1-BCL10 complex
1147,CASP8-CHUK-IKBKB-MALT1-BCL10 complex
8915,CASP8-CHUK-IKBKB-MALT1-BCL10 complex
841,CASP8-CHUK-IKBKB-MALT1-BCL10 complex
10892,CASP8-CHUK-IKBKB-MALT1-BCL10 complex
3551,BCL10-CHUK-BCL10-IKBKB complex
1147,BCL10-CHUK-BCL10-IKBKB complex
8915,BCL10-CHUK-BCL10-IKBKB complex
841,BCL10-CHUK-BCL10-IKBKB complex
6714,TNFRSF11A-TRAF6-SRC complex
7189,TNFRSF11A-TRAF6-SRC complex
8792,TNFRSF11A-TRAF6-SRC complex
7189,TRAF6 oligomer complex
4296,B-raf-MAP3K11 complex
4790,NFKB1-NFKB2-REL-RELA-RELB complex
4791,NFKB1-NFKB2-REL-RELA-RELB complex
5971,NFKB1-NFKB2-REL-RELA-RELB complex
5970,NFKB1-NFKB2-REL-RELA-RELB complex
5966,NFKB1-NFKB2-REL-RELA-RELB complex
4790,NFKB1-NFKB2-RELA-RELB complex
4791,NFKB1-NFKB2-RELA-RELB complex
5971,NFKB1-NFKB2-RELA-RELB complex
5970,NFKB1-NFKB2-RELA-RELB complex
3551,CHUK-IKBKB-MAP3K14 complex
1147,CHUK-IKBKB-MAP3K14 complex
9020,CHUK-IKBKB-MAP3K14 complex
3551,IKKA-IKKB complex
1147,IKKA-IKKB complex
3551,IKKB-NIK complex
9020,IKKB-NIK complex
3551,"IkappaB kinase complex (IKBKB, CHUK, IKBKAP, NFKBIA, RELA, MAP3K14)"
1147,"IkappaB kinase complex (IKBKB, CHUK, IKBKAP, NFKBIA, RELA, MAP3K14)"
8518,"IkappaB kinase complex (IKBKB, CHUK, IKBKAP, NFKBIA, RELA, MAP3K14)"
4792,"IkappaB kinase complex (IKBKB, CHUK, IKBKAP, NFKBIA, RELA, MAP3K14)"
5970,"IkappaB kinase complex (IKBKB, CHUK, IKBKAP, NFKBIA, RELA, MAP3K14)"
9020,"IkappaB kinase complex (IKBKB, CHUK, IKBKAP, NFKBIA, RELA, MAP3K14)"
3320,CDC37-HSP90AA1-HSP90AB1-MAP3K11 complex
3326,CDC37-HSP90AA1-HSP90AB1-MAP3K11 complex
11140,CDC37-HSP90AA1-HSP90AB1-MAP3K11 complex
4296,CDC37-HSP90AA1-HSP90AB1-MAP3K11 complex
3551,CHUK-ERC1-IKBKB-IKBKG
1147,CHUK-ERC1-IKBKB-IKBKG
23085,CHUK-ERC1-IKBKB-IKBKG
8517,CHUK-ERC1-IKBKB-IKBKG
3551,I-kappa-B kinase complex
1147,I-kappa-B kinase complex
8517,I-kappa-B kinase complex
8517,IKBKG homodimer complex
1147,IKK-alpha--ER-alpha-AIB1 complex
2099,IKK-alpha--ER-alpha-AIB1 complex
8202,IKK-alpha--ER-alpha-AIB1 complex
3312,DNAJB2-HSPA8-PSMA3 complex
3300,DNAJB2-HSPA8-PSMA3 complex
5684,DNAJB2-HSPA8-PSMA3 complex
5584,MAP2K5-PRKCI-SQSTM1 complex
5607,MAP2K5-PRKCI-SQSTM1 complex
8878,MAP2K5-PRKCI-SQSTM1 complex
7531,HSF1-YWHAE complex
3297,HSF1-YWHAE complex
405,ARNT-HLF complex
3131,ARNT-HLF complex
3689,ITGAM-ITGB2-CD11 complex
967,ITGAM-ITGB2-CD11 complex
3684,ITGAM-ITGB2-CD11 complex
207,YBX1-AKT1 complex
4904,YBX1-AKT1 complex
367,AR-AKT-APPL complex
207,AR-AKT-APPL complex
26060,AR-AKT-APPL complex
23028,AOF2-AR complex
367,AOF2-AR complex
8883,APPBP1-UBA3 complex
9039,APPBP1-UBA3 complex
997,"Ubiquitin E3 ligase (CDC34, CUL1, RBX1)"
9978,"Ubiquitin E3 ligase (CDC34, CUL1, RBX1)"
8454,"Ubiquitin E3 ligase (CDC34, CUL1, RBX1)"
1111,"Ubiquitin E3 ligase (CHEK1, CUL4A)"
8451,"Ubiquitin E3 ligase (CHEK1, CUL4A)"
9978,"Ubiquitin E3 ligase (CDT1, DDB1, CUL4A, RBX1)"
8451,"Ubiquitin E3 ligase (CDT1, DDB1, CUL4A, RBX1)"
1642,"Ubiquitin E3 ligase (CDT1, DDB1, CUL4A, RBX1)"
81620,"Ubiquitin E3 ligase (CDT1, DDB1, CUL4A, RBX1)"
9318,COP9 signalosome complex
2873,COP9 signalosome complex
10980,COP9 signalosome complex
10987,COP9 signalosome complex
10920,COP9 signalosome complex
51138,COP9 signalosome complex
50813,COP9 signalosome complex
8533,COP9 signalosome complex
7157,CNS-P53 complex
9318,CNS-P53 complex
2873,CNS-P53 complex
10980,CNS-P53 complex
10987,CNS-P53 complex
10920,CNS-P53 complex
51138,CNS-P53 complex
50813,CNS-P53 complex
8533,CNS-P53 complex
8841,Kaiso-NCOR complex
6907,Kaiso-NCOR complex
9682,Kaiso-NCOR complex
9611,Kaiso-NCOR complex
3832,Kaiso-NCOR complex
2874,Kaiso-NCOR complex
10009,Kaiso-NCOR complex
7464,Kaiso-NCOR complex
79718,Kaiso-NCOR complex
51592,Kaiso-NCOR complex
4792,"Ubiquitin E3 ligase (NFKBIA, FBXW11, BTRC, CUL1, SKP1A)"
6500,"Ubiquitin E3 ligase (NFKBIA, FBXW11, BTRC, CUL1, SKP1A)"
8454,"Ubiquitin E3 ligase (NFKBIA, FBXW11, BTRC, CUL1, SKP1A)"
23291,"Ubiquitin E3 ligase (NFKBIA, FBXW11, BTRC, CUL1, SKP1A)"
8945,"Ubiquitin E3 ligase (NFKBIA, FBXW11, BTRC, CUL1, SKP1A)"
9978,"Ubiquitin E3 ligase (CDC34, NEDD8, BTRC, CUL1, SKP1A, RBX1)"
6500,"Ubiquitin E3 ligase (CDC34, NEDD8, BTRC, CUL1, SKP1A, RBX1)"
8454,"Ubiquitin E3 ligase (CDC34, NEDD8, BTRC, CUL1, SKP1A, RBX1)"
4738,"Ubiquitin E3 ligase (CDC34, NEDD8, BTRC, CUL1, SKP1A, RBX1)"
8945,"Ubiquitin E3 ligase (CDC34, NEDD8, BTRC, CUL1, SKP1A, RBX1)"
9978,"Ubiquitin E3 ligase (SMAD3, BTRC, CUL1, SKP1A, RBX1)"
6500,"Ubiquitin E3 ligase (SMAD3, BTRC, CUL1, SKP1A, RBX1)"
4088,"Ubiquitin E3 ligase (SMAD3, BTRC, CUL1, SKP1A, RBX1)"
8454,"Ubiquitin E3 ligase (SMAD3, BTRC, CUL1, SKP1A, RBX1)"
8945,"Ubiquitin E3 ligase (SMAD3, BTRC, CUL1, SKP1A, RBX1)"
9978,"Ubiquitin E3 ligase (FBXO18, SKP1A, CUL1, RBX1)"
6500,"Ubiquitin E3 ligase (FBXO18, SKP1A, CUL1, RBX1)"
8454,"Ubiquitin E3 ligase (FBXO18, SKP1A, CUL1, RBX1)"
84893,"Ubiquitin E3 ligase (FBXO18, SKP1A, CUL1, RBX1)"
9978,"Ubiquitin E3 ligase (NIPA, SKP1A, CUL1, RBX1)"
6500,"Ubiquitin E3 ligase (NIPA, SKP1A, CUL1, RBX1)"
8454,"Ubiquitin E3 ligase (NIPA, SKP1A, CUL1, RBX1)"
51530,"Ubiquitin E3 ligase (NIPA, SKP1A, CUL1, RBX1)"
5810,9-1-1-LIG1 complex
3364,9-1-1-LIG1 complex
3978,9-1-1-LIG1 complex
5883,9-1-1-LIG1 complex
5810,9-1-1-FEN1 complex
3364,9-1-1-FEN1 complex
2237,9-1-1-FEN1 complex
5883,9-1-1-FEN1 complex
5810,9-1-1-POLB complex
3364,9-1-1-POLB complex
5423,9-1-1-POLB complex
5883,9-1-1-POLB complex
5984,CHTF18-RFC2-5 complex
5982,CHTF18-RFC2-5 complex
5985,CHTF18-RFC2-5 complex
5983,CHTF18-RFC2-5 complex
63922,CHTF18-RFC2-5 complex
5984,RFC2-5 subcomplex
5982,RFC2-5 subcomplex
5985,RFC2-5 subcomplex
5983,RFC2-5 subcomplex
5111,PCNA-RFC2-5 complex
5984,PCNA-RFC2-5 complex
5982,PCNA-RFC2-5 complex
5985,PCNA-RFC2-5 complex
5983,PCNA-RFC2-5 complex
5984,CHTF18-RFC2-5 complex
5982,CHTF18-RFC2-5 complex
5985,CHTF18-RFC2-5 complex
5983,CHTF18-RFC2-5 complex
63922,CHTF18-RFC2-5 complex
23476,BRD4-RFC complex
5984,BRD4-RFC complex
5982,BRD4-RFC complex
5981,BRD4-RFC complex
5985,BRD4-RFC complex
5983,BRD4-RFC complex
4999,MCM8-ORC2-CDC6 complex
990,MCM8-ORC2-CDC6 complex
84515,MCM8-ORC2-CDC6 complex
5001,ORC5-ORC1 complex
4998,ORC5-ORC1 complex
51053,BRCA1-IRIS-pre-replication complex
4998,BRCA1-IRIS-pre-replication complex
672,BRCA1-IRIS-pre-replication complex
990,BRCA1-IRIS-pre-replication complex
1478,BARD1-BRCA1-CSTF complex
672,BARD1-BRCA1-CSTF complex
1477,BARD1-BRCA1-CSTF complex
1479,BARD1-BRCA1-CSTF complex
580,BARD1-BRCA1-CSTF complex
5430,BRCA1-BARD1-POLR2A complex
672,BRCA1-BARD1-POLR2A complex
580,BRCA1-BARD1-POLR2A complex
672,LMO4-BRCA1-CTIP-LDB1 complex
8543,LMO4-BRCA1-CTIP-LDB1 complex
8861,LMO4-BRCA1-CTIP-LDB1 complex
5932,LMO4-BRCA1-CTIP-LDB1 complex
672,BRCA1-LMO4-CTIP complex
8543,BRCA1-LMO4-CTIP complex
5932,BRCA1-LMO4-CTIP complex
4683,MDC1-MRN-ATM-FANCD2 complex
472,MDC1-MRN-ATM-FANCD2 complex
9656,MDC1-MRN-ATM-FANCD2 complex
10111,MDC1-MRN-ATM-FANCD2 complex
2177,MDC1-MRN-ATM-FANCD2 complex
4683,MDC1-MRE11-RAD50-NBS1 complex
9656,MDC1-MRE11-RAD50-NBS1 complex
10111,MDC1-MRE11-RAD50-NBS1 complex
7013,TERF1 homodimer complex
2067,RAD52-ERCC4-ERCC1 complex
5893,RAD52-ERCC4-ERCC1 complex
2072,RAD52-ERCC4-ERCC1 complex
6118,BLM complex II
6117,BLM complex II
6119,BLM complex II
641,BLM complex II
7156,BLM complex II
80010,BLM complex II
641,BLM-TOP3A complex
7156,BLM-TOP3A complex
7157,MSH2/6-BLM-p53-RAD51 complex
4436,MSH2/6-BLM-p53-RAD51 complex
2956,MSH2/6-BLM-p53-RAD51 complex
641,MSH2/6-BLM-p53-RAD51 complex
5888,MSH2/6-BLM-p53-RAD51 complex
4436,MutS-alpha-PK-zeta complex
2956,MutS-alpha-PK-zeta complex
5590,MutS-alpha-PK-zeta complex
7516,BLM-RAD51L3-XRCC2 complex
5892,BLM-RAD51L3-XRCC2 complex
641,BLM-RAD51L3-XRCC2 complex
7150,PCNA complex
1019,PCNA complex
5111,PCNA complex
6117,PCNA complex
1026,PCNA complex
1020,PCNA complex
1660,PCNA complex
5111,PCNA homotrimer complex
10036,Replication-coupled CAF-1-MBD1-ETDB1 complex
9869,Replication-coupled CAF-1-MBD1-ETDB1 complex
4152,Replication-coupled CAF-1-MBD1-ETDB1 complex
5928,Chromatin assembly complex (CAF-1 complex)
10036,Chromatin assembly complex (CAF-1 complex)
8208,Chromatin assembly complex (CAF-1 complex)
7290,ASF1-interacting protein complex
8350,ASF1-interacting protein complex
10036,ASF1-interacting protein complex
8208,ASF1-interacting protein complex
55723,ASF1-interacting protein complex
25842,ASF1-interacting protein complex
11200,ASF1-histone containing complex
4678,ASF1-histone containing complex
6767,ASF1-histone containing complex
8350,ASF1-histone containing complex
8208,ASF1-histone containing complex
55723,ASF1-histone containing complex
25842,ASF1-histone containing complex
6667,SP1-MCAF2 complex
80063,SP1-MCAF2 complex
9869,MBD1-MCAF1-SETDB1 complex
55729,MBD1-MCAF1-SETDB1 complex
4152,MBD1-MCAF1-SETDB1 complex
3064,HD-RAB8A-OPTN complex
4218,HD-RAB8A-OPTN complex
10133,HD-RAB8A-OPTN complex
7052,TGM2-HD-CALM1 complex
3064,TGM2-HD-CALM1 complex
801,TGM2-HD-CALM1 complex
7052,TGM2-HD complex
3064,TGM2-HD complex
10671,"Dynactin complex (DCTN1, DCTN2, DCTN3, DCTN4, DCTN6, CAPZA1, CAPZB, ACTR1A)"
11258,"Dynactin complex (DCTN1, DCTN2, DCTN3, DCTN4, DCTN6, CAPZA1, CAPZB, ACTR1A)"
832,"Dynactin complex (DCTN1, DCTN2, DCTN3, DCTN4, DCTN6, CAPZA1, CAPZB, ACTR1A)"
829,"Dynactin complex (DCTN1, DCTN2, DCTN3, DCTN4, DCTN6, CAPZA1, CAPZB, ACTR1A)"
10121,"Dynactin complex (DCTN1, DCTN2, DCTN3, DCTN4, DCTN6, CAPZA1, CAPZB, ACTR1A)"
10540,"Dynactin complex (DCTN1, DCTN2, DCTN3, DCTN4, DCTN6, CAPZA1, CAPZB, ACTR1A)"
1639,"Dynactin complex (DCTN1, DCTN2, DCTN3, DCTN4, DCTN6, CAPZA1, CAPZB, ACTR1A)"
51164,"Dynactin complex (DCTN1, DCTN2, DCTN3, DCTN4, DCTN6, CAPZA1, CAPZB, ACTR1A)"
1490,CTGF/Hcs24-actin(beta/gamma) complex
60,CTGF/Hcs24-actin(beta/gamma) complex
71,CTGF/Hcs24-actin(beta/gamma) complex
1072,Cofilin-actin-CAP1 complex
60,Cofilin-actin-CAP1 complex
10487,Cofilin-actin-CAP1 complex
5906,RIAM-Rap1-GTP complex
54518,RIAM-Rap1-GTP complex
1141,VILIP-1-AChR-alpha-4-AChR-beta-2 complex
1137,VILIP-1-AChR-alpha-4-AChR-beta-2 complex
7447,VILIP-1-AChR-alpha-4-AChR-beta-2 complex
5532,PPP3CA-PPP3CA-RCAN1 complex
1827,PPP3CA-PPP3CA-RCAN1 complex
5530,PPP3CA-PPP3CA-RCAN1 complex
2891,PICK1-GRIP1-GLUR2 complex
9463,PICK1-GRIP1-GLUR2 complex
23426,PICK1-GRIP1-GLUR2 complex
10006,ABI1-WASF2 complex
10163,ABI1-WASF2 complex
8976,ABI1-WASL complex
10006,ABI1-WASL complex
9475,Profilin 2 complex
3312,Profilin 2 complex
6853,Profilin 2 complex
5217,Profilin 2 complex
60,Profilin 2 complex
1759,Profilin 2 complex
23191,Profilin 2 complex
6854,Profilin 2 complex
10787,Profilin 2 complex
8943,AP3D1-AP3S2 complex
10239,AP3D1-AP3S2 complex
8943,AP3D1-AP3S1 complex
1176,AP3D1-AP3S1 complex
3911,ITGA6-ITGB4-Laminin10/12 complex
3912,ITGA6-ITGB4-Laminin10/12 complex
3915,ITGA6-ITGB4-Laminin10/12 complex
3691,ITGA6-ITGB4-Laminin10/12 complex
3655,ITGA6-ITGB4-Laminin10/12 complex
3911,ITGA6-ITGB4-Laminin10/12 complex
3915,ITGA6-ITGB4-Laminin10/12 complex
3691,ITGA6-ITGB4-Laminin10/12 complex
3655,ITGA6-ITGB4-Laminin10/12 complex
3913,ITGA6-ITGB4-Laminin10/12 complex
3691,ITGA6-ITGB4-CD151 complex
3655,ITGA6-ITGB4-CD151 complex
977,ITGA6-ITGB4-CD151 complex
2534,ITGA6-ITGB4-FYN complex
3691,ITGA6-ITGB4-FYN complex
3655,ITGA6-ITGB4-FYN complex
3911,ITGA6-ITGB4-LAMA5 complex
3691,ITGA6-ITGB4-LAMA5 complex
3655,ITGA6-ITGB4-LAMA5 complex
3691,ITGA6-ITGB4 complex
3655,ITGA6-ITGB4 complex
7040,ITGAV-ITGB8-MMP14-TGFB1 complex
3685,ITGAV-ITGB8-MMP14-TGFB1 complex
3696,ITGAV-ITGB8-MMP14-TGFB1 complex
4323,ITGAV-ITGB8-MMP14-TGFB1 complex
3685,ITGAV-ITGB5-PLAUR complex
3693,ITGAV-ITGB5-PLAUR complex
5329,ITGAV-ITGB5-PLAUR complex
3685,ITGAV-ITGB5-ICAM4 complex
3693,ITGAV-ITGB5-ICAM4 complex
3386,ITGAV-ITGB5-ICAM4 complex
3685,ITGAV-ITGB5-ADAM9 complex
3693,ITGAV-ITGB5-ADAM9 complex
8754,ITGAV-ITGB5-ADAM9 complex
3685,ITGAV-ITGB5-SPP1 complex
6696,ITGAV-ITGB5-SPP1 complex
3693,ITGAV-ITGB5-SPP1 complex
3491,ITGAV-ITGB5-CYR61 complex
3685,ITGAV-ITGB5-CYR61 complex
3693,ITGAV-ITGB5-CYR61 complex
3685,ITGAV-ITGB5 complex
3693,ITGAV-ITGB5 complex
2335,ITGB6-FYN-FN1 complex
2534,ITGB6-FYN-FN1 complex
3694,ITGB6-FYN-FN1 complex
3685,ITGAV-ITGB6-SPP1 complex
6696,ITGAV-ITGB6-SPP1 complex
3694,ITGAV-ITGB6-SPP1 complex
3685,ITGAV-ITGB6-TGFB3 complex
7043,ITGAV-ITGB6-TGFB3 complex
3694,ITGAV-ITGB6-TGFB3 complex
3685,ITGAV-ITGB6 complex
3694,ITGAV-ITGB6 complex
3690,ITGAV-ITGB3-CD47-FCER2 complex
2208,ITGAV-ITGB3-CD47-FCER2 complex
3685,ITGAV-ITGB3-CD47-FCER2 complex
961,ITGAV-ITGB3-CD47-FCER2 complex
3690,ITGB3-ITGAV-CD47 complex
3685,ITGB3-ITGAV-CD47 complex
961,ITGB3-ITGAV-CD47 complex
3690,ITGAV-ITGB3-SPP1 complex
3685,ITGAV-ITGB3-SPP1 complex
6696,ITGAV-ITGB3-SPP1 complex
3690,ITGAV-ITGB3-ADAM15 complex
3685,ITGAV-ITGB3-ADAM15 complex
8751,ITGAV-ITGB3-ADAM15 complex
3690,ITAGV-ITGB3-F11R complex
3685,ITAGV-ITGB3-F11R complex
50848,ITAGV-ITGB3-F11R complex
3690,ITGAV-ITGB3-PXN-PTK2b complex
3685,ITGAV-ITGB3-PXN-PTK2b complex
5829,ITGAV-ITGB3-PXN-PTK2b complex
2185,ITGAV-ITGB3-PXN-PTK2b complex
8745,ITGAV-ITGB3-ADAM23 complex
3690,ITGAV-ITGB3-ADAM23 complex
3685,ITGAV-ITGB3-ADAM23 complex
3690,ITGAV-ITGB3-COL4A3 complex
3685,ITGAV-ITGB3-COL4A3 complex
1285,ITGAV-ITGB3-COL4A3 complex
8613,ITGAV-ITGB3-PPAP2b complex
3690,ITGAV-ITGB3-PPAP2b complex
3685,ITGAV-ITGB3-PPAP2b complex
1956,ITGAV-ITGB3-EGFR complex
3690,ITGAV-ITGB3-EGFR complex
3685,ITGAV-ITGB3-EGFR complex
3690,ITGA2b-ITGB3-CD9 complex
3674,ITGA2b-ITGB3-CD9 complex
928,ITGA2b-ITGB3-CD9 complex
3690,ITGAV-ITGB3-SPP1 complex
3685,ITGAV-ITGB3-SPP1 complex
6696,ITGAV-ITGB3-SPP1 complex
3690,ITGAV-ITGB3-LAMA4 complex
3685,ITGAV-ITGB3-LAMA4 complex
3910,ITGAV-ITGB3-LAMA4 complex
2335,FN1-TGM2 complex
7052,FN1-TGM2 complex
2335,ITGA2B-ITGB3-FN1-TGM2 complex
3690,ITGA2B-ITGB3-FN1-TGM2 complex
3674,ITGA2B-ITGB3-FN1-TGM2 complex
7052,ITGA2B-ITGB3-FN1-TGM2 complex
3690,ITGA2b-ITGB3-CD47-SRC complex
3674,ITGA2b-ITGB3-CD47-SRC complex
6714,ITGA2b-ITGB3-CD47-SRC complex
961,ITGA2b-ITGB3-CD47-SRC complex
3690,ITGA2b-ITGB3-TLN1 complex
3674,ITGA2b-ITGB3-TLN1 complex
7094,ITGA2b-ITGB3-TLN1 complex
3690,ITGA2B-ITGB3-CIB1 complex
3674,ITGA2B-ITGB3-CIB1 complex
10519,ITGA2B-ITGB3-CIB1 complex
3690,ITGA2B-ITGB3 complex
3674,ITGA2B-ITGB3 complex
3690,ITGA2B-ITGB3-F11R complex
3674,ITGA2B-ITGB3-F11R complex
50848,ITGA2B-ITGB3-F11R complex
2335,ITGA5-ITGB1-FN1-TGM2 complex
3688,ITGA5-ITGB1-FN1-TGM2 complex
3678,ITGA5-ITGB1-FN1-TGM2 complex
7052,ITGA5-ITGB1-FN1-TGM2 complex
3688,ITGA5-ITGB1-ADAM15 complex
3678,ITGA5-ITGB1-ADAM15 complex
8751,ITGA5-ITGB1-ADAM15 complex
3688,ITGA5-ITGB4 complex
3678,ITGA5-ITGB4 complex
3688,CD98-LAT2-ITGB1 complex
6520,CD98-LAT2-ITGB1 complex
23428,CD98-LAT2-ITGB1 complex
3688,ITGA7-ITGB1-CD151 complex
977,ITGA7-ITGB1-CD151 complex
3679,ITGA7-ITGB1-CD151 complex
3688,ITGA7-ITGB1-CD9 complex
928,ITGA7-ITGB1-CD9 complex
3679,ITGA7-ITGB1-CD9 complex
3688,ITGA7-ITGB1-ITGB1BP3 complex
3679,ITGA7-ITGB1-ITGB1BP3 complex
27231,ITGA7-ITGB1-ITGB1BP3 complex
3688,ITGA3-ITGB1-BSG complex
3675,ITGA3-ITGB1-BSG complex
682,ITGA3-ITGB1-BSG complex
3688,ITGA3-ITGB1-CD63 complex
967,ITGA3-ITGB1-CD63 complex
3675,ITGA3-ITGB1-CD63 complex
3688,ITGA3-ITGB1-CD151 complex
3675,ITGA3-ITGB1-CD151 complex
977,ITGA3-ITGB1-CD151 complex
3688,ITGA3-ITGB1-THBS1 complex
7057,ITGA3-ITGB1-THBS1 complex
3675,ITGA3-ITGB1-THBS1 complex
3688,ITGA3-ITGB1 complex
3675,ITGA3-ITGB1 complex
3688,ITGA6-ITGB1-CD151 complex
